"Date","steem_price","sbd_price","amount","from","memo","to","timestamp","currency_amount","currency_type","direction","dollar_price_of_tr","tr_type"
"2018-04-12",2.01,1.99,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-mithril-13-april-2018","postdoctor","2018-04-12T22:15:27",0.3,"SBD","out",0.6,"normal_tr"
"2018-04-12",2.01,1.99,"0.001 SBD","resteembot","A gift","misrori","2018-04-12T22:17:33",0.001,"SBD","in",0,"normal_tr"
"2018-04-12",2.01,1.99,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-bitcoin-diamond-13-april-2018","postdoctor","2018-04-12T23:15:27",0.3,"SBD","out",0.6,"normal_tr"
"2018-04-13",2.73,2.41,"0.189 SBD","edensgarden","Round Earnings - 0.189 SBD | Thank you!","misrori","2018-04-13T00:00:48",0.189,"SBD","in",0.46,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-ethereum-13-april-2018","postdoctor","2018-04-13T00:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-bitcoin-cash-13-april-2018","postdoctor","2018-04-13T01:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.266 SBD","edensgarden","Round Earnings - 0.266 SBD | Thank you!","misrori","2018-04-13T02:03:45",0.266,"SBD","in",0.64,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-tron-13-april-2018","postdoctor","2018-04-13T02:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-salt-13-april-2018","postdoctor","2018-04-13T03:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-komodo-13-april-2018","postdoctor","2018-04-13T04:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.160 SBD","edensgarden","Round Earnings - 0.160 SBD | Thank you!","misrori","2018-04-13T04:30:42",0.16,"SBD","in",0.39,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-litecoin-13-april-2018","postdoctor","2018-04-13T05:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.001 SBD","resteembot","A gift","misrori","2018-04-13T05:17:36",0.001,"SBD","in",0,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-zcash-13-april-2018","postdoctor","2018-04-13T06:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.273 SBD","edensgarden","Round Earnings - 0.273 SBD | Thank you!","misrori","2018-04-13T06:26:48",0.273,"SBD","in",0.66,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-digibyte-13-april-2018","postdoctor","2018-04-13T07:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-aelf-13-april-2018","postdoctor","2018-04-13T08:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.284 SBD","edensgarden","Round Earnings - 0.284 SBD | Thank you!","misrori","2018-04-13T08:54:15",0.284,"SBD","in",0.68,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-request-network-13-april-2018","postdoctor","2018-04-13T10:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-nano-13-april-2018","postdoctor","2018-04-13T11:15:33",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.249 SBD","edensgarden","Round Earnings - 0.249 SBD | Thank you!","misrori","2018-04-13T11:20:33",0.249,"SBD","in",0.6,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-maker-13-april-2018","postdoctor","2018-04-13T12:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-neo-13-april-2018","postdoctor","2018-04-13T13:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-04-13T13:45:48",0.019,"STEEM","in",0.05,"normal_tr"
"2018-04-13",2.73,2.41,"0.314 SBD","edensgarden","Round Earnings - 0.314 SBD | Thank you!","misrori","2018-04-13T13:45:51",0.314,"SBD","in",0.76,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-status-13-april-2018","postdoctor","2018-04-13T14:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-eos-13-april-2018","postdoctor","2018-04-13T15:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-04-13T16:10:03",0.019,"STEEM","in",0.05,"normal_tr"
"2018-04-13",2.73,2.41,"0.319 SBD","edensgarden","Round Earnings - 0.319 SBD | Thank you!","misrori","2018-04-13T16:10:06",0.319,"SBD","in",0.77,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-bitshares-13-april-2018","postdoctor","2018-04-13T16:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-ethos-13-april-2018","postdoctor","2018-04-13T17:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-binance-coin-13-april-2018","postdoctor","2018-04-13T18:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.377 SBD","edensgarden","Round Earnings - 0.377 SBD | Thank you!","misrori","2018-04-13T18:38:15",0.377,"SBD","in",0.91,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-cardano-13-april-2018","postdoctor","2018-04-13T19:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-enigma-13-april-2018","postdoctor","2018-04-13T20:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.001 SBD","resteembot","A gift","misrori","2018-04-13T20:17:30",0.001,"SBD","in",0,"normal_tr"
"2018-04-13",2.73,2.41,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-04-13T21:10:36",0.049,"SBD","in",0.12,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-bancor-13-april-2018","postdoctor","2018-04-13T21:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-13T21:47:48",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-funfair-14-april-2018","postdoctor","2018-04-13T22:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-13",2.73,2.41,"0.001 SBD","resteembot","A gift","misrori","2018-04-13T22:17:33",0.001,"SBD","in",0,"normal_tr"
"2018-04-13",2.73,2.41,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-13T22:53:36",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-13",2.73,2.41,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-kyber-network-14-april-2018","postdoctor","2018-04-13T23:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-emercoin-14-april-2018","postdoctor","2018-04-14T00:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-04-14T00:58:21",0.049,"SBD","in",0.12,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-digixdao-14-april-2018","postdoctor","2018-04-14T01:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-omisego-14-april-2018","postdoctor","2018-04-14T02:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-04-14T02:22:48",0.049,"SBD","in",0.12,"normal_tr"
"2018-04-14",2.67,2.39,"0.099 SBD","edensgarden","Round Earnings - 0.099 SBD | Thank you!","misrori","2018-04-14T02:51:09",0.099,"SBD","in",0.24,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-bitcoin-gold-14-april-2018","postdoctor","2018-04-14T03:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-ethos-14-april-2018","postdoctor","2018-04-14T04:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.069 SBD","edensgarden","Round Earnings - 0.069 SBD | Thank you!","misrori","2018-04-14T04:54:18",0.069,"SBD","in",0.16,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-gxchain-14-april-2018","postdoctor","2018-04-14T05:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.249 SBD","edensgarden","Round Earnings - 0.249 SBD | Thank you!","misrori","2018-04-14T05:32:33",0.249,"SBD","in",0.6,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-enigma-14-april-2018","postdoctor","2018-04-14T06:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.119 SBD","edensgarden","Round Earnings - 0.119 SBD | Thank you!","misrori","2018-04-14T07:36:42",0.119,"SBD","in",0.28,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-golem-14-april-2018","postdoctor","2018-04-14T08:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.029 SBD","edensgarden","Round Earnings - 0.029 SBD | Thank you!","misrori","2018-04-14T08:31:45",0.029,"SBD","in",0.07,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-binance-coin-14-april-2018","postdoctor","2018-04-14T09:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.199 SBD","edensgarden","Round Earnings - 0.199 SBD | Thank you!","misrori","2018-04-14T10:09:51",0.199,"SBD","in",0.48,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-nxt-14-april-2018","postdoctor","2018-04-14T10:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-ark-14-april-2018","postdoctor","2018-04-14T11:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-14T11:37:57",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-maidsafecoin-14-april-2018","postdoctor","2018-04-14T12:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-04-14T13:31:36",0.049,"SBD","in",0.12,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-augur-14-april-2018","postdoctor","2018-04-14T15:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.051 SBD","edensgarden","Round Earnings - 0.051 SBD | Thank you!","misrori","2018-04-14T15:46:15",0.051,"SBD","in",0.12,"normal_tr"
"2018-04-14",2.67,2.39,"0.229 SBD","edensgarden","Round Earnings - 0.229 SBD | Thank you!","misrori","2018-04-14T16:08:06",0.229,"SBD","in",0.55,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-tether-14-april-2018","postdoctor","2018-04-14T16:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-14T17:47:24",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-elastos-14-april-2018","postdoctor","2018-04-14T18:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.299 SBD","edensgarden","Round Earnings - 0.299 SBD | Thank you!","misrori","2018-04-14T18:58:09",0.299,"SBD","in",0.71,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-monero-14-april-2018","postdoctor","2018-04-14T19:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.001 SBD","resteembot","A gift","misrori","2018-04-14T19:17:33",0.001,"SBD","in",0,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-komodo-14-april-2018","postdoctor","2018-04-14T20:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.001 SBD","resteembot","A gift","misrori","2018-04-14T20:17:39",0.001,"SBD","in",0,"normal_tr"
"2018-04-14",2.67,2.39,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-04-14T21:05:48",0.049,"SBD","in",0.12,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-lisk-14-april-2018","postdoctor","2018-04-14T21:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-lisk-15-april-2018","postdoctor","2018-04-14T22:15:30",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-augur-15-april-2018","postdoctor","2018-04-14T23:15:27",0.3,"SBD","out",0.72,"normal_tr"
"2018-04-14",2.67,2.39,"0.001 SBD","resteembot","A gift","misrori","2018-04-14T23:17:30",0.001,"SBD","in",0,"normal_tr"
"2018-04-14",2.67,2.39,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-04-14T23:19:18",0.049,"SBD","in",0.12,"normal_tr"
"2018-04-14",2.67,2.39,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-14T23:41:09",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-iostoken-15-april-2018","postdoctor","2018-04-15T00:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-stratis-15-april-2018","postdoctor","2018-04-15T01:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-ontology-15-april-2018","postdoctor","2018-04-15T02:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.001 SBD","resteembot","A gift","misrori","2018-04-15T02:17:30",0.001,"SBD","in",0,"normal_tr"
"2018-04-15",2.62,2.37,"0.069 SBD","edensgarden","Round Earnings - 0.069 SBD | Thank you!","misrori","2018-04-15T02:31:42",0.069,"SBD","in",0.16,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-neblio-15-april-2018","postdoctor","2018-04-15T03:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-dragonchain-15-april-2018","postdoctor","2018-04-15T04:15:30",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-wanchain-15-april-2018","postdoctor","2018-04-15T05:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.001 SBD","resteembot","A gift","misrori","2018-04-15T05:17:30",0.001,"SBD","in",0,"normal_tr"
"2018-04-15",2.62,2.37,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-15T05:32:15",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-15",2.62,2.37,"0.339 SBD","edensgarden","Round Earnings - 0.339 SBD | Thank you!","misrori","2018-04-15T05:42:57",0.339,"SBD","in",0.8,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-digixdao-15-april-2018","postdoctor","2018-04-15T06:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.001 SBD","hugewhale","Promote your post. Your post will be resteemed with over 10.500+ followers , Min 45+ Upvote , Hugewhale Upvote ( 3100SP ) . Your post will be more popular and you will find new friends. Send 0.700 SBD or 1.0 STEEM to @hugewhale ( URL as memo ) Service Active","misrori","2018-04-15T06:16:30",0.001,"SBD","in",0,"normal_tr"
"2018-04-15",2.62,2.37,"0.001 SBD","resteembot","A gift","misrori","2018-04-15T06:17:39",0.001,"SBD","in",0,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-eos-15-april-2018","postdoctor","2018-04-15T07:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-04-15T08:07:15",0.019,"SBD","in",0.05,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-digibyte-15-april-2018","postdoctor","2018-04-15T08:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-decred-15-april-2018","postdoctor","2018-04-15T09:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-kucoin-shares-15-april-2018","postdoctor","2018-04-15T10:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-omisego-15-april-2018","postdoctor","2018-04-15T11:15:30",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.322 SBD","edensgarden","Round Earnings - 0.322 SBD | Thank you!","misrori","2018-04-15T11:47:42",0.322,"SBD","in",0.76,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-waltonchain-15-april-2018","postdoctor","2018-04-15T12:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-reddcoin-15-april-2018","postdoctor","2018-04-15T13:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.029 SBD","edensgarden","Round Earnings - 0.029 SBD | Thank you!","misrori","2018-04-15T14:04:03",0.029,"SBD","in",0.07,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-qtum-15-april-2018","postdoctor","2018-04-15T14:15:30",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-neo-15-april-2018","postdoctor","2018-04-15T15:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-syscoin-15-april-2018","postdoctor","2018-04-15T16:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-monacoin-15-april-2018","postdoctor","2018-04-15T18:15:30",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-cardano-15-april-2018","postdoctor","2018-04-15T19:15:33",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.001 SBD","resteemyou","Hi! I re-blog posts to 4600+ followers for only 0.02 SBD/Steem & I don't leave comments. Follow me for at least 5 minutes in order to get re-blog. Thanx ","misrori","2018-04-15T19:17:18",0.001,"SBD","in",0,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-tron-15-april-2018","postdoctor","2018-04-15T20:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.001 SBD","resteemyou","Hi! I re-blog posts to 4600+ followers for only 0.02 SBD/Steem & I don't leave comments. Follow me for at least 5 minutes in order to get re-blog. Thanx ","misrori","2018-04-15T20:17:18",0.001,"SBD","in",0,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-ark-15-april-2018","postdoctor","2018-04-15T21:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-rchain-16-april-2018","postdoctor","2018-04-15T22:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-15",2.62,2.37,"0.344 SBD","edensgarden","Round Earnings - 0.344 SBD | Thank you!","misrori","2018-04-15T22:38:48",0.344,"SBD","in",0.82,"normal_tr"
"2018-04-15",2.62,2.37,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-neo-16-april-2018","postdoctor","2018-04-15T23:15:27",0.3,"SBD","out",0.71,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-monero-16-april-2018","postdoctor","2018-04-16T00:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-bitcoin-16-april-2018","postdoctor","2018-04-16T01:15:30",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.001 SBD","resteembot","A gift","misrori","2018-04-16T01:17:39",0.001,"SBD","in",0,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-iostoken-16-april-2018","postdoctor","2018-04-16T02:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.001 SBD","big-whale","Hello Friend , Promote your new post with big-whale . Your post will be more popular and you will find new friends . big-whale provide ""Resteem upvote and promo "" services . Resteem to more 14,500+ Followers , Min 75+ Upvote from different accounts , big-whale Upvote with 100% power . Send 0.7 to 1 SBD or 2 STEEM to @big-whale ( URL as memo ) Service Active","misrori","2018-04-16T03:09:06",0.001,"SBD","in",0,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-zilliqa-16-april-2018","postdoctor","2018-04-16T03:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-neblio-16-april-2018","postdoctor","2018-04-16T04:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-pivx-16-april-2018","postdoctor","2018-04-16T05:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-siacoin-16-april-2018","postdoctor","2018-04-16T06:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-bancor-16-april-2018","postdoctor","2018-04-16T07:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-ontology-16-april-2018","postdoctor","2018-04-16T08:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.254 SBD","edensgarden","Round Earnings - 0.254 SBD | Thank you!","misrori","2018-04-16T09:04:36",0.254,"SBD","in",0.64,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-storj-16-april-2018","postdoctor","2018-04-16T09:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-chainlink-16-april-2018","postdoctor","2018-04-16T10:15:27",0.3,"SBD","out",0.76,"normal_tr"
"2018-04-16",2.77,2.53,"0.254 SBD","edensgarden","Round Earnings - 0.254 SBD | Thank you!","misrori","2018-04-16T10:50:21",0.254,"SBD","in",0.64,"normal_tr"
"2018-04-16",2.77,2.53,"0.300 SBD","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-wanchain-16-april-2018","postdoctor","2018-04-16T11:15:30",0.3,"SBD","out",0.76,"normal_tr"
